student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades,letter_grade
261,21,Male,5.43,2.65,4.92,78.33,FPS,1.64,8,260.88,12.63,Low,31.24,F
262,18,Female,3.9,7.4,4.52,75.41,FPS,2.98,9.87,280.91,13.42,High,71.64,C-
263,21,Male,0.32,2.4,4.37,75.28,RPG,1.39,1.68,313.66,-1.07,Medium,58.41,F
264,23,Male,5.25,5.86,6.53,86.09,FPS,4.47,9.49,251.03,11.19,Low,69.82,D+
265,17,Female,6.74,1.73,8.42,76.07,RPG,4.89,12.59,244.81,20.29,Low,45.54723404249764,F
266,20,Male,5.76,7.9,4.21,84.65,FPS,3.4,7.88,236.06,12.96,High,62.45329605631551,D-
267,16,Female,6.64,6.26,5.06,75.29,FPS,4.85,9.03,259.82,14.98,Low,40.59,F
268,16,Male,1.6,1.78,7.47,72.45,Casual,1.44,5.48,305.32,7.07,Medium,73.36607638135598,C
269,20,Male,7.11,8.64,8.13,74.12,Casual,4.08,12.02,233.09,20.3,Low,80.06783136209714,B-
270,18,Male,2.58,5.92,8.04,92.15,RPG,3.39,5.22,297.34,4.16,Medium,82.12,B-
271,19,Other,0.11,9.29,7.93,84.04,FPS,1.32,5.29,324.99,7.17,Medium,100,A
272,18,Female,6.75,9.25,4.65,98.96,FPS,1.59,8.96,241.35,14.52,High,72.96353862220805,C-
273,16,Female,7.53,9.28,5.99,93.31,Casual,2.44,12.9,210.74,18.27,High,81.5276491754453,B-
274,16,Male,5.24,1.7,8.92,79.43,FPS,3.96,7.5,261.23,11.73,Low,43.52,F
275,20,Male,1.85,2.09,8.94,69.7,Casual,4.36,5.94,312.36,8.74,Medium,74.46761425004254,C
276,21,Other,2.01,9.89,7.01,86.96,RPG,3.17,4.8,290.33,7.33,Medium,100,A
277,18,Male,3.73,5.39,7.55,89.07,Casual,3.61,6.34,284.83,8.48,Medium,78.64,C+
278,24,Male,7.18,3.14,8.76,78.57,RPG,1.32,9.95,242.33,13.49,Low,40.44,F
279,20,Female,1.2,7.93,6.25,69.2,RPG,3.71,4.7,308.54,3.66,Medium,100,A
280,23,Male,6.61,3.38,4.68,82.29,FPS,3.02,11.84,242.38,13.16,Low,30.56,F
281,16,Female,2.33,7.54,7.34,70.15,RPG,1.11,7.13,297.64,8.84,Medium,87.65,B+
282,20,Female,6.47,8.54,8.8,97.6,Casual,4.75,9.72,246.52,13.21,Low,100,A
283,18,Male,7.36,8.06,7.49,85.16,FPS,2.56,9.77,250.59,15.72,Low,79.98816052310234,C+
284,16,Male,3.42,3.47,8.02,71.68,FPS,3.97,8.69,288.63,11.82,Medium,59.69,F
285,19,Male,2.92,4.61,6.11,68.63,FPS,2.63,8.27,292.03,10.13,Medium,70.3880198608261,C-
286,20,Female,6.42,4.72,4.48,88.67,RPG,4.66,9.69,253.53,15.24,Low,41.4,F
287,22,Female,4.24,5.42,4.84,88.31,FPS,0.71,8.72,276.2,9.13,Medium,59.88,F
288,16,Male,5.48,2.51,8.91,83.89,Casual,2.73,8.33,233.43,13.36,Low,51.12,F
289,18,Male,4.98,5.07,6.47,84.57,RPG,0.13,6.73,259.07,9.24,Medium,53.01,F
290,17,Female,1.22,5.6,4.06,84.15,Casual,0.99,3.83,299.16,4.73,Medium,75.61,C
291,24,Female,6.76,5.79,8.78,74.4,Casual,1.41,11.17,242.16,13.11,Low,59.18,F
292,21,Male,1.57,8.38,6.49,97.5,FPS,2.36,6.42,295.59,7.98,Medium,100,A
293,18,Male,7.46,5.66,8.18,79.17,FPS,4.1,12.72,236.39,17.95,Low,45.22,F
294,23,Male,2,3.08,6.74,60.81,Casual,2.33,3.09,291.79,4.52,Medium,62.82,D-
295,23,Female,5.87,6.97,4.51,73.93,RPG,2.81,9.3,266.54,14.24,Low,51.23,F
296,17,Other,2.28,8.18,7.08,65.21,FPS,4.62,4.65,309.14,5.51,Medium,83.47,B
297,21,Male,2.54,3.87,8.99,74.54,Casual,3.78,6.96,275.05,7.43,Medium,66.96,D
298,22,Female,2.48,6.81,4.17,84.33,RPG,0.25,4.71,293.47,8.66,Medium,77.07,C+
299,17,Male,5.98,2.32,8.21,60.91,FPS,0.88,9.81,243.62,15.99,Low,36.24,F
300,17,Male,4.45,4.08,5.18,94.81,RPG,0.19,9.01,269.12,12.61,Medium,56.44,F
301,16,Male,7.06,9.18,5.97,84.41,Casual,0.35,11.91,241.15,17.05,High,70.80274440327398,C-
302,23,Female,2.46,9.2,5.86,71.81,FPS,1.69,4.81,277.69,5.46,High,94.34447456224008,A
303,16,Female,5.54,6.18,8.49,72.45,FPS,3.64,6.98,243.78,13.95,Low,62.33,D-
304,24,Female,6.02,7.32,6.52,78.63,FPS,1.22,8.11,239.27,11.26,Low,73.87454030472726,C
305,21,Male,1.21,8.69,6.24,69.92,Casual,1.96,5.21,299.97,7.99,Medium,100,A
306,22,Male,3.2,9.63,8.09,60.17,Casual,1.97,4.4,276.38,8.42,Medium,88,B+
307,22,Male,3.86,5.41,4.24,61.06,RPG,2.95,5.65,281.65,10.98,Medium,41.01,F
308,18,Female,2.85,6.05,4.43,74.31,RPG,4.46,8.83,288.02,9.63,Medium,73.93,C
309,17,Male,2.58,4.74,4.11,64.97,FPS,4.92,5.49,280.33,6.37,Medium,59.07,F
310,24,Female,5.49,1.65,7.44,60.89,RPG,3.02,8.97,250.92,14.62,Low,27.82,F
311,23,Male,1.73,4.81,6.63,94.37,Casual,2.53,2.79,275.54,1.18,Medium,82.97,B-
312,22,Male,5.68,8.12,8.38,70.97,RPG,3.41,9.64,272.04,12.16,Low,84.50682558011331,B
313,24,Male,7.48,8.24,6.49,80.12,Casual,3.34,10.11,230.42,15.89,Low,68.61906311714304,D+
314,19,Male,4.52,9.03,5.11,67.18,Casual,2.62,8.17,275.69,8.1,High,73.02,C
315,19,Male,4.89,1.46,8.03,61.87,FPS,3.68,8.52,269.25,12.87,Medium,32.07,F
316,16,Male,0.55,5.74,5.47,89.79,Casual,2.46,6.39,313.04,6.55,Medium,84.89,B
317,23,Female,6.92,1.97,8.68,65,FPS,4.98,9.26,213.14,11.59,Low,48.53101538539005,F
318,18,Female,2.28,2.81,5.25,61.03,RPG,0.24,6.13,287.06,5.65,Medium,51.93,F
319,22,Male,4.92,9.1,4.84,83.49,RPG,2.22,7.83,264.5,10.96,High,77.56,C+
320,17,Male,7.83,5.47,6.47,60.54,Casual,1.99,10.94,226.65,17.86,Low,39.66026183552589,F
321,17,Male,4.76,7.83,4.25,77.45,FPS,3.85,6.04,273.28,11.87,High,62.5,D-
322,22,Male,5.8,1.58,4.18,71.55,Casual,0.95,10.24,250.38,13.26,Low,17.69,F
323,21,Male,3.56,4.75,6.48,72.78,Casual,2.17,5.54,295.7,9.99,Medium,64.78,D
324,18,Female,0.48,7.07,5.08,60.16,FPS,3.49,3.82,303.64,2.81,High,86.06,B
325,24,Male,6.38,2.2,4.05,98.57,Casual,3.02,9.55,248.62,13.14,Low,32.9,F
326,21,Male,0.28,3.93,5.48,80.68,FPS,2.73,3.62,306.35,2.69,Medium,70.26,C-
327,21,Male,5.61,1.58,6.39,82.9,FPS,2.17,8.49,261.82,10.13,Low,41.96980279756957,F
328,16,Male,0.18,6.86,5.97,86.64,Casual,3.76,2.39,310.31,0.96,Medium,91.14,A-
329,19,Female,6.9,9.74,4.68,91.9,FPS,3.23,10.14,219.63,15.07,High,81.31590848817952,B-
330,21,Male,1.26,8.44,6.9,84.32,RPG,4.37,2.49,290.02,1.93,Medium,100,A
331,21,Male,4.11,9.77,7.55,90.49,RPG,3.66,6.32,265.96,14.39,Medium,99.62,A
332,20,Female,4.78,8.61,7.38,77.95,FPS,0.7,9.7,278.23,14.62,Medium,79.36,C+
333,16,Male,3.66,8.7,5.97,74.85,RPG,3.1,8.87,283.49,10.32,High,80.11,B-
334,23,Female,2.73,6.19,4.69,92.93,FPS,0.22,7.31,291.71,8.61,Medium,79.15405590116468,C+
335,20,Female,3.74,5.66,6.5,94.61,FPS,1.94,7.9,274.47,10.59,Medium,75.08,C
336,20,Male,2.49,4.66,8.45,65.51,Casual,2.06,7.55,278.86,8.76,Medium,77.72000012707593,C+
337,22,Female,3.5,8.36,6.34,81.71,Casual,4.27,5.14,268.67,10.94,Medium,99.85,A
338,19,Male,2.87,2.64,4.98,87.35,RPG,0.9,6.5,280.04,9.41,Medium,54.18,F
339,21,Female,4.53,1.51,4.47,63.34,FPS,3.22,6.11,259.22,5.88,Medium,43.75033814886475,F
340,19,Male,1.9,9.53,8.72,97.18,RPG,0.96,6.79,290.63,7.91,Medium,100,A
341,18,Male,7.91,1.03,7.72,80.8,Casual,4.74,11.51,215.57,15.95,Low,18.93,F
342,22,Female,4.01,9.79,5.56,85.82,FPS,2.65,9.06,271.94,9.44,High,90.46,A-
343,23,Female,1.55,7.56,5.48,67.13,FPS,3.54,6.55,293.89,7.56,High,84.06,B
344,19,Other,3.82,3.96,8.48,70.58,Casual,3.23,7.15,285.48,5.58,Medium,60.91,D-
345,17,Female,6.93,7.28,4.89,64.84,RPG,1.52,10.41,248.06,19.03,High,56.92052959397775,F
346,18,Male,0.17,8.36,6.68,70.56,FPS,4.51,1.31,323.97,2.54,Medium,99.26,A
347,16,Male,5.44,3.21,7.57,79.7,FPS,3.14,9.06,259.58,13.36,Low,44.86,F
348,23,Male,4.38,7.94,5.98,93.35,Casual,2.55,8.77,251.92,12.62,High,80.19,B-
349,18,Male,1.36,8.24,4.2,81.35,RPG,2.64,3.53,326.59,6.1,High,94.12,A
350,22,Male,6.54,3.24,5.14,69.78,FPS,4.45,12.47,238.7,16.49,Low,27.61,F
351,20,Female,2.95,1.38,8.51,61.78,Casual,0.3,8.82,292.54,10.38,Medium,49.53,F
352,20,Male,2.35,2.84,6.62,84.88,Casual,1.95,4.76,300.13,3.95,Medium,61.51,D-
353,22,Male,6.63,2.81,8.08,76.81,FPS,4.21,11.19,230.03,17.16,Low,26,F
354,24,Male,5.11,1.59,6.78,99.37,RPG,0.19,6.26,252.4,12.01,Low,43.46,F
355,20,Female,7.19,7.53,8.72,91.19,FPS,3.2,11.52,237.7,19.42,Low,78.11775480039478,C+
356,16,Female,5.04,4.42,8.55,92.33,RPG,2.02,9.16,244.06,12.49,Low,67.61,D+
357,16,Female,5.93,8.96,6.41,60.49,FPS,1.02,11.04,247.95,15.03,Low,76.05493862387472,C
358,17,Male,6.69,3.27,5.59,91.11,FPS,3.06,9.21,215.77,12.79,Low,45.79481183316601,F
359,21,Female,0.44,5.08,7.01,67.78,RPG,4.16,5.83,314.82,3.57,Medium,82.06,B-
360,24,Male,6.21,6.75,7.37,83.43,RPG,2.34,11.5,259.23,16.29,Low,72.66,C-
361,23,Female,4.91,8.9,6.49,77.9,FPS,0.73,9.26,261.06,13.41,Medium,71.05,C-
362,20,Female,0.56,5.72,8.11,82.86,FPS,1.53,3.92,298.65,6.23,Medium,90.15,A-
363,16,Male,4.07,4.36,4.92,65.34,Casual,4.91,8.16,265.63,11.11,Medium,38.82,F
364,22,Female,0.66,8.8,5.67,78.28,FPS,0.56,5.31,318.23,3.46,High,100,A
365,20,Female,5.89,3.79,7.43,61.48,RPG,0.8,11.77,250.99,15.83,Low,41.48,F
366,21,Male,4.37,1.71,5.23,61.64,FPS,4.95,5.98,272.08,8.43,Medium,29.05,F
367,22,Female,7.63,5.01,6.2,86.31,RPG,4.41,10.2,226.72,19.2,Low,39.94,F
368,18,Male,1.47,8.07,8.82,98.07,FPS,3.54,6.37,294.7,4,Medium,100,A
369,18,Male,4.85,1.28,7.13,91.1,FPS,0.75,7.9,263.05,10.41,Medium,51.41,F
370,20,Male,1.69,6.27,8.75,78.77,RPG,1.2,6.05,300.4,3.41,Medium,95.63,A
371,21,Male,4.91,6.35,7.61,62.23,FPS,0.9,6.58,271.35,10.82,Medium,65.83,D
372,24,Female,5.78,9.36,7.62,61.8,RPG,3.15,10.33,245.94,15.13,Low,83.61092876584584,B
373,20,Male,5.78,3.58,6.96,66.32,FPS,1.99,10.15,251.13,17.05,Low,46.04,F
374,16,Female,6.52,3.51,4.71,99.03,FPS,0.24,10.45,240.31,14.89,Low,30.3,F
375,19,Male,6.83,4.96,6.6,75.95,Casual,1.46,11.66,260.78,15.63,Low,47.39,F
376,20,Other,0.62,4.21,5.26,93.74,FPS,4.3,6.02,305.03,-1.4,Medium,70.85,C-
377,20,Female,2.75,7.63,8.99,88.21,FPS,3.98,7.9,283.15,8.52,Medium,96.53,A
378,22,Female,5.5,6.78,5.33,84.22,FPS,3.22,7.14,244.43,11.88,Low,65.87,D
379,19,Male,3.99,7.83,5.15,97.91,FPS,0.43,8.71,285.16,10.37,High,79.67,C+
380,16,Male,1.53,8.38,7.12,69.22,FPS,4.41,4.78,315.42,7.7,Medium,100,A
381,20,Male,4.42,9.31,6.55,78.2,FPS,2.67,7.09,264.79,11.27,Medium,90.1,A-
382,22,Female,3.26,4.88,4.11,94.59,FPS,2.47,8.66,292.74,8.39,Medium,60.58,D-
383,21,Female,3.12,9.86,4.65,82.07,Casual,4.67,6.92,285.84,6.33,High,92.52,A-
384,20,Male,6.48,2.94,8.06,69.86,FPS,0.04,9.99,249.26,12.4,Low,35.43,F
385,19,Male,3.26,7.43,6.42,68.36,Casual,2.78,8.18,270.93,8.09,Medium,78.9,C+
386,17,Female,0.21,5.81,4.73,90.12,Casual,3.96,3.98,319.09,3.05,Medium,82.99,B-
387,19,Male,0.46,8.35,6.33,60.51,FPS,0.32,5.75,333.2,-0.65,Medium,88.17,B+
388,18,Female,6.85,5.29,5.27,96.57,FPS,1.79,8.36,252.57,14.18,Low,48.14,F
389,16,Female,7.68,8.06,5.12,60.74,FPS,4.89,12.56,235.89,19.4,High,54.76843732590896,F
390,23,Female,5.51,9.37,8.79,85.24,RPG,1.06,7.33,263.39,9.86,Low,90.76591705382256,A-
391,20,Male,2.91,7.59,5.81,84.19,RPG,2.66,5.04,309.41,6.53,High,80.38,B-
392,19,Male,7.51,7.98,4.23,83.14,RPG,3.73,9.41,237.74,13.99,High,53.24849641996617,F
393,23,Female,5.3,1.6,8.85,78.97,RPG,1.95,7.49,249.78,6.28,Low,42.07,F
394,22,Female,6.75,2.84,7.97,94.1,FPS,2.04,11.41,251.13,14.23,Low,37.3,F
395,17,Male,6.13,9.77,5.27,86.37,Casual,0.32,10.41,245.7,12.27,High,85.34850533317113,B
396,16,Male,3.03,7.24,6.04,91.27,FPS,0.95,5.18,288.53,8.69,Medium,89.74,B+
397,19,Female,3.83,6.05,8.31,64.62,Casual,4.4,6.18,275.22,9.8,Medium,70,C-
398,23,Female,1.49,4.3,5.79,62,FPS,4.09,2.99,295.03,1.65,Medium,63.15,D
399,17,Female,2.34,1.4,6.84,61.14,FPS,1.52,5.41,295.01,8.8,Medium,46.88,F
400,18,Other,6.23,4.32,6.67,65.89,Casual,1.91,9.12,254.91,15.36,Low,47.92,F
401,16,Male,7.15,5.49,6.01,86.68,RPG,2.2,8.88,241.59,14.65,Low,55.52,F
402,16,Male,5.8,2.9,7.2,79.76,Casual,1.73,10.97,255.2,14.85,Low,38.82,F
403,18,Female,3.72,2.56,6.37,90.09,RPG,3.27,8.98,273.35,8.18,Medium,42.14,F
404,20,Female,0.69,5.58,4.11,67.67,Casual,0.06,2.24,295.13,-2.77,Medium,61.64,D-
405,18,Male,0.46,6.27,8.07,74.68,Casual,4.4,2.79,314.01,2.27,Medium,82.77,B-
406,16,Male,2.99,3.16,4.57,95.54,RPG,1.5,7.67,289.66,5.59,Medium,57.65,F
407,16,Female,3.71,6.29,6.32,97.43,FPS,4.36,9.06,253.89,9.64,Medium,78.44,C+
408,23,Male,4.87,9.1,6.9,96.87,RPG,2.27,6.23,260.89,11.24,Medium,90.85,A-
409,17,Male,0.05,5.26,7.53,92.73,Casual,3.88,5.56,318.45,-1.03,Medium,100,A
410,18,Female,7.92,8.72,6.05,87.53,RPG,4.13,9.23,215.81,16.91,Low,77.49275493733883,C+
411,17,Female,2.91,9.35,7.68,96.55,Casual,1.51,7.08,292.68,9.56,Medium,100,A
412,18,Female,6.78,1.83,4.66,88.57,FPS,3.2,7.89,248.08,9.96,Low,24.56,F
413,22,Male,4.28,1.86,7.27,98.16,Casual,3.04,9.92,286.78,12.79,Medium,44.61,F
414,16,Female,1.04,5.28,8.13,60.99,FPS,2.38,3.81,307.24,7.26,Medium,82.83,B-
415,23,Female,6.38,6.29,8.45,96.87,FPS,2.35,10.62,256.36,14.37,Low,75.3,C
416,17,Female,5.68,4.83,6.9,82.23,RPG,1.53,7.6,243.65,13.8,Low,51.43,F
417,18,Female,4.22,3.94,5.56,64.47,RPG,1.55,6.83,265.65,7.74,Medium,53.41,F
418,24,Male,4.12,6.77,4.82,68.6,FPS,2.74,8.86,277.35,12.45,Medium,64.37,D
419,22,Male,0.7,1.02,5.73,94.09,Casual,0.16,6.56,305.04,5.35,Medium,60.01,D-
420,19,Male,5.25,9.71,6.7,80.24,Casual,4.67,11.21,255.38,13.92,Low,88.12121322787581,B+
421,20,Male,7.29,3.09,4.98,99.31,Casual,3.25,12.34,240.92,17.43,Low,32.7,F
422,17,Female,0.75,9.25,8.76,64.7,FPS,2.22,5.99,310.94,4.91,Medium,100,A
423,23,Female,2.11,1.98,8.49,76.5,FPS,0.31,7.96,285.48,7.02,Medium,63.81,D
424,19,Female,7.22,3.14,4.16,73.27,RPG,3.15,8.42,227.46,13.09,Low,18.52,F
425,24,Female,2.27,3.11,6.81,80.65,Casual,0.09,4.12,290.03,5.17,Medium,69.21,D+
426,20,Male,5.23,9.97,7.95,85.34,FPS,3.4,6.49,263.12,10.99,Low,100,A
427,24,Male,4.28,1.04,5.23,86.47,RPG,0.36,7.79,265.39,7.97,Medium,26.56,F
428,19,Male,4.77,6.76,6.62,60.05,RPG,3.28,10.56,238.27,12.21,Medium,60.17,D-
429,20,Male,3.33,8.83,6.03,63.56,Casual,2.03,7.24,287.9,8.49,Medium,80.84,B-
430,24,Male,2.4,7.05,4.98,61.4,RPG,3.31,6.18,297.65,5.65,High,76.66,C
431,23,Female,0.39,4.26,7.07,94.58,RPG,0.69,5.52,304.66,4.05,Medium,79.25,C+
432,18,Other,5.95,9.62,8.97,72.53,FPS,0.59,11.59,237.27,15.9,Low,87.02205718422184,B+
433,16,Male,5.97,9.04,5.83,74.68,FPS,1.24,10.46,261.87,12.86,High,69.74328788570688,D+
434,18,Male,5.37,4.91,6.76,78.01,Casual,2.06,10.85,253.15,13.78,Low,58.65,F
435,19,Female,5.15,6.16,5.64,93.97,FPS,1.27,7.03,265.74,13.06,Low,53.97,F
436,17,Male,1.95,9.71,8.38,60.57,Casual,0.41,5.47,289.66,3.64,Medium,100,A
437,16,Female,0.18,9.84,8.32,64.74,FPS,1.63,3,324.39,-1.56,Medium,100,A
438,22,Female,6.47,5.05,4.89,87.41,RPG,3.53,9.13,233.13,12.39,Low,40.93,F
439,23,Female,3.93,8.63,8.5,98.56,FPS,2.92,6,277.06,9.95,Medium,93.92,A
440,22,Male,2.45,3.72,4.76,85.71,Casual,4.82,7.92,294.17,6.72,Medium,54.81,F
441,20,Female,0.82,4.35,4.48,70.44,Casual,2.18,4.07,289.51,0.79,Medium,62.55,D-
442,16,Male,0.5,2.48,7.26,80.79,FPS,1.66,4.15,315.24,5.36,Medium,66.77,D
443,22,Female,2.79,2.88,5.93,99,FPS,3.47,5.17,279.33,4.41,Medium,53.65,F
444,22,Male,6.44,6.91,6.65,81.12,Casual,2.06,12.25,253.65,15.44,Low,57.68,F
445,24,Male,7.35,5.6,7.26,74.94,Casual,3.09,11.41,234.15,18.2,Low,45.79,F
446,18,Female,7.17,3.08,4.26,75.34,RPG,4.73,8.17,231.49,16.18,Low,22.06,F
447,24,Female,7.36,4.63,5.46,98.68,Casual,2.5,9.7,246.87,16.72,Low,29.08,F
448,16,Female,7.26,4.36,6.3,88.76,FPS,2.49,13.26,213.85,16.18,Low,36.47,F
449,16,Female,4.22,9.89,5.33,87.49,RPG,3.88,10.09,288.63,12.49,High,79.3,C+
450,19,Female,1.76,8.68,4.24,69.28,Casual,3.78,5.48,317.63,5.41,High,87.61,B+
451,24,Male,6.38,4.49,4.43,82.38,FPS,2.58,10.2,239.54,15.48,Low,34.99,F
452,21,Female,1.71,9.23,8.01,74.27,Casual,0.32,7.22,308.36,8.92,Medium,100,A
453,18,Female,2.14,4.08,8.56,69.61,Casual,4.9,6.68,299.17,4.16,Medium,78.21,C+
454,16,Female,1.87,7.01,4.76,95.82,Casual,1.89,7.53,272.71,7.34,High,84.62,B
455,19,Female,4.12,9.7,5.25,75.33,FPS,1.58,7.52,269.44,10.22,High,86.54,B
456,24,Male,2.57,4.51,7.26,71.31,FPS,4.91,8.45,276.51,9.97,Medium,72.53,C-
457,18,Female,1.23,7.12,8.77,97.27,RPG,4.36,4.93,291.68,7.87,Medium,100,A
458,24,Male,3.63,3.66,5.5,67.89,FPS,1.65,7.85,273.58,12.86,Medium,54.36,F
459,22,Male,6.99,3.4,8.28,89.82,Casual,1.54,8.4,233.6,16.36,Low,44.18,F
460,19,Female,4.56,6.17,6.53,86.11,FPS,3.6,8.62,277.44,9.95,Medium,68.13,D+
461,18,Male,7.03,9.81,8.78,96.82,Casual,1.67,11.87,228.12,15.64,Low,93.20214596741016,A
462,20,Female,1.57,5.08,4.68,93.28,FPS,1.26,4.77,297.21,6.18,Medium,70.35,C-
463,20,Male,1.34,9.44,8.87,88.21,RPG,4.9,4.85,317.59,1.86,Medium,100,A
464,18,Male,4.6,9.23,6.2,72.58,FPS,2.83,7.57,262.96,10.22,Medium,77.99,C+
465,24,Female,3.71,3.28,8.76,79.82,FPS,3.81,9.56,270.35,8.87,Medium,64.52,D
466,19,Female,5.28,4.62,6.29,97.78,RPG,3.57,8.66,265.21,9.9,Low,55.92,F
467,20,Female,6.36,6.79,6.65,60.93,RPG,3.78,7.99,248.99,14.03,Low,54.98,F
468,19,Female,6.01,5.66,8.02,91.77,Casual,4.52,7.15,248.88,14.17,Low,70.06,C-
469,20,Female,7.54,1.86,7.61,70.07,FPS,2.5,12.4,238.76,18.71,Low,21.85,F
470,22,Male,3.19,9.94,7.1,67.4,FPS,3.77,6.93,269.24,8.49,Medium,100,A
471,24,Male,1.65,7.77,6.08,69.29,Casual,3.98,2.66,294.38,3.1,Medium,87.37,B+
472,22,Male,4.41,4.94,7.96,62.39,Casual,4.73,7.32,287.06,9.23,Medium,68.84,D+
473,20,Female,0.89,6.56,8.74,99.68,FPS,3.57,6.46,278.98,6.31,Medium,97.48,A
474,22,Female,2.31,1.79,4.05,94.79,FPS,4.46,8.05,285.55,6.47,Medium,42.09,F
475,20,Male,1.66,5.46,6.94,80.84,FPS,0.48,2.93,288.25,2.87,Medium,84.12,B
476,18,Female,3.17,9.38,8.33,88.6,FPS,0.63,4.79,282.67,7.97,Medium,100,A
477,22,Female,0.89,9.07,7.27,82.26,FPS,0.79,1.91,315.37,0.33,Medium,98.59,A
478,17,Male,0.25,4.04,8,92.46,RPG,0.72,5.59,328.07,3.34,Medium,78.09,C+
479,24,Male,5.25,5.78,8.48,93.79,Casual,0.44,6.6,252.9,10.12,Low,63.63310311255715,D
480,16,Female,4.88,7.28,7.75,69.31,FPS,0.61,6.42,252.21,9.19,Medium,67.16,D+
481,21,Female,5.67,4.06,7.59,78.39,Casual,4.98,7.81,237.45,11.91,Low,47.94,F
482,22,Female,5.28,1.58,8.82,85.39,RPG,1.36,10.87,257.12,14.86,Low,53.56,F
483,23,Male,0.91,5.55,8.32,99.14,Casual,2.39,5.35,330.35,4.39,Medium,98.15,A
484,24,Other,2.33,6.41,8.08,87.31,Casual,4.11,6.41,286.16,7.29,Medium,91.48,A-
485,17,Male,1.04,1.05,4.43,95.91,Casual,0.59,5.96,306.8,6.06,Medium,66.5,D
486,17,Male,6.74,1.86,5.2,93.84,RPG,1.59,11.21,240.48,16.96,Low,16.15,F
487,20,Other,5.98,2.87,6.78,83.28,Casual,0.8,10.71,244.01,13.97,Low,39.74,F
488,20,Male,1.61,4.13,7.55,95.75,FPS,0.31,2.98,314.91,5.02,Medium,94.8,A
489,21,Female,2.73,5.87,5.52,75.1,FPS,4.8,6.68,299.33,7.1,Medium,68.27,D+
490,18,Male,7.73,3.64,4.47,75.17,Casual,4.29,12.5,235.42,18.72,Low,15.15,F
491,23,Female,4.75,3.49,5.56,91.24,Casual,4.4,8.58,272.61,13.5,Medium,53.93,F
492,16,Female,6.41,8.82,7.86,65.38,FPS,4.34,7.47,236.23,14.39,Low,79.15443551761663,C+
493,21,Male,2.12,2.31,8.39,72.23,Casual,0.77,4.18,283.08,2.78,Medium,69.21,D+
494,19,Female,1.68,5.46,8.56,84.34,FPS,3.92,7.49,293.07,5.27,Medium,97.1,A
495,16,Male,6.27,9.58,5.89,76.8,FPS,3.64,10.79,247.56,16.1,High,84.2048807656223,B
496,22,Female,5.49,6.63,5.86,97.63,RPG,4.63,9.93,250.87,8.89,Low,71.68,C-
497,24,Male,5.45,7.45,6.03,98.34,RPG,1.1,9.75,260.29,13.7,Low,82.2905747090448,B-
498,19,Male,4.42,4.88,5.88,80.1,RPG,2.07,6.06,268.04,10.19,Medium,58.91,F
499,19,Male,4.51,1.18,7.33,81.56,FPS,1.47,5.53,252.49,14.98,Medium,44.64,F
500,21,Male,5.89,6.82,5.79,88.99,Casual,1.29,9.09,261.73,14.24,Low,60.24,D-
501,18,Female,2.16,6.69,4.1,78.29,Casual,3.26,5.38,288.97,5.71,Medium,81.23,B-
502,21,Male,2.82,1.99,6.2,67.6,FPS,0.82,7.88,294.02,10.5,Medium,47.9,F
503,22,Male,6.97,5.16,5.12,89.88,FPS,2.32,8.88,227.88,14.21,Low,43.05,F
504,18,Male,2.47,9.24,4.14,89.51,FPS,3.23,4.85,281.55,6.21,High,84.51,B
505,22,Male,4.37,2.85,6.35,69.8,Casual,0.65,5.76,258.27,9.61,Medium,41.95,F
506,18,Female,5.62,5.15,5.03,93.32,Casual,1.28,8.62,238.24,13.94,Low,53.18,F
507,17,Other,8,5.15,6.26,84.55,RPG,4.84,10.28,209.92,15.29,Low,40.39,F
508,19,Male,3.48,8.3,5.39,69.45,Casual,3.98,5.79,282.05,9.78,High,86.28,B
509,23,Female,3.42,8.42,7.02,86.08,Casual,3.38,5.69,269.68,6.92,Medium,86.47,B
510,24,Female,6.74,7.83,8.95,69.34,RPG,4.28,8.9,242.58,18.68,Low,78.05368000881292,C+
511,22,Male,6.44,4.29,6.74,70.61,FPS,0.07,9.04,243.74,11.15,Low,35.05,F
512,16,Female,5.85,1.65,7.23,93.92,FPS,0.03,9.53,258.6,12.03,Low,41.17,F
513,18,Female,3.71,4.15,8.6,97.18,FPS,0.77,6.9,265.3,4.96,Medium,88.46493540595333,B+
514,24,Female,2.59,7.12,5.87,70.28,RPG,2.48,3.91,299.53,11.77,High,78.16,C+
515,16,Female,4.87,7.32,4.83,97.12,FPS,2.85,8,252.5,8.85,High,71.17,C-
516,24,Male,7.01,9.69,5.41,69.55,FPS,0.57,12.24,208.46,18.16,High,75.12566223462531,C
517,23,Female,7.07,5.08,6.01,64.69,FPS,0.36,8.57,237.06,16.34,Low,33.98,F
518,16,Female,0.87,6.69,7.23,62.33,RPG,4.14,6.59,300.81,2.79,Medium,80.03,B-
519,21,Female,3.43,5.85,4.02,69.68,Casual,2.32,5.97,293.84,9.68,Medium,64.68,D
520,20,Female,3.72,2.36,8.27,75.41,Casual,4.96,4.79,278.37,5.84,Medium,63.073548115314935,D
521,21,Male,7.82,5.15,4.38,97.1,Casual,1.15,10.09,225.31,15.15,Low,31.07,F
522,20,Other,5.42,5.9,8.5,69.69,Casual,3.24,6.77,256.98,8.39,Low,80.1,B-
